"Dataset","Variable","Details","Counts","Type","Release","Label 1","Label 2","Label 3"
"tf2_3a","fg4967","SR6c: SRE Teenager has passed out/fell asleep after drinking, last 3 months drin",6141,"numeric","Current","Clinic","Child",NA
"tf2_3a","fg4968","SR6d: SRE Number of drinks it took before passed out/fell asleep after drinking,",6141,"numeric","Current","Clinic","Child",NA
"tf1_3a","ff5050","H12: Since 12th birthday teenager heard voices- only happen when falling asleep/",6832,"numeric","Current","Clinic","Child",NA
"tf1_3a","ff5090","U8: Teenager has had odd sensations - only happen when falling asleep/waking up:",6832,"numeric","Current","Clinic","Child",NA
"tf1_3a","ff7417","SR6a: SRE Teenager has passed out/fell asleep after drinking, first 5 times dran",6832,"numeric","Current","Clinic","Child",NA
"tf1_3a","ff7418","SR6b: SRE Number of drinks it took before passed out/fell asleep after drinking,",6832,"numeric","Current","Clinic","Child",NA
"tf1_3a","ff7427","SR6c: SRE Teenager has passed out/fell asleep after drinking, last 3 months drin",6832,"numeric","Current","Clinic","Child",NA
"tf1_3a","ff7428","SR6d: SRE Number of drinks it took before passed out/fell asleep after drinking,",6832,"numeric","Current","Clinic","Child",NA
"tf3_4a","fh5314","B3: Time YP usually takes to fall asleep on school days (mins): TF3",5509,"numeric","Current","Clinic","Child",NA
"tf3_4a","fh5324","C3: Time YP usually takes to fall asleep on weekend days (mins): TF3",5509,"numeric","Current","Clinic","Child",NA
"tf3_4a","fh8533","AL1090: Number full drinks needed to make YP pass out or fall asleep when didn't",5509,"numeric","Current","Clinic","Child",NA
"tf3_4a","fh8553","AL1170: Number full drinks needed to make YP pass out or fall asleep when didn't",5509,"numeric","Current","Clinic","Child",NA
"tf4_4a","FJPL022","UE11: YP's unusual experiences only happened when they were falling asleep or wa",5217,"numeric","Current","Clinic","Child",NA
"tf4_4a","FJPL040","AH14: YP's hearing of voices/noises only happened when they were falling asleep ",5217,"numeric","Current","Clinic","Child",NA
"tf4_4a","FJPL051","VH8: YP's seeing of visions only happened when they were falling asleep or wakin",5217,"numeric","Current","Clinic","Child",NA
"tf4_4a","FJPL096","TD13: YP's thought delusions only happened when they were falling asleep or waki",5217,"numeric","Current","Clinic","Child",NA
"tf4_4a","FJAL300","AL366: Number full drinks needed to make YP pass out or fall asleep when didn't ",5217,"numeric","Current","Clinic","Child",NA
"tf4_4a","FJAL550","AL374: Number full drinks needed to make YP pass out or fall asleep when didn't ",5217,"numeric","Current","Clinic","Child",NA
"kr_2a","kr645","N12f: Frequency child falls asleep after returning home from school",8259,"numeric","Current","Quest","Child Based",NA
"kr_2a","kr645a","DV: Child usually falls asleep after returning home from school",8259,"numeric","Current","Quest","Child Based",NA
"kd_4b","kd142","CH Holds Breath While Asleep",11120,"numeric","Current","Quest","Child Based",NA
"kd_4b","kd204b","No. hours asleep at night",11120,"numeric","Current","Quest","Child Based",NA
"kd_4b","kd278","FREQ of Cuddling Until CH Asleep",11120,"numeric","Current","Quest","Child Based",NA
"kq_3a","kq146a","A14g1: CH Breathes Through Mouth When Asleep",8505,"numeric","Current","Quest","Child Based",NA
"kq_3a","kq260","DV: Hours asleep in term-time",8505,"numeric","Current","Quest","Child Based",NA
"kq_3a","kq261","DV: Hours asleep on Weekend",8505,"numeric","Current","Quest","Child Based",NA
"kp_r1b","kp1155","A9f: Child falls asleep after school",8568,"numeric","Current","Quest","Child Based",NA
"kj_6c","kj162","CH Holds Breath For Few SECs When Asleep",10053,"numeric","Current","Quest","Child Based",NA
"kk_2c","kk470","D10f: Child Falls Asleep When Gets Home",9715,"numeric","Current","Quest","Child Based",NA
"km_r1b","km4255","D10f: Child falls asleep when returns home",9003,"numeric","Current","Quest","Child Based",NA
"kn_r1b","kn1208","A13f1: Child breathe through mouth when asleep",8691,"numeric","Current","Quest","Child Based",NA
"kn_r1b","kn1211","A13h: Child stop breathing or hold breath for several seconds when asleep",8691,"numeric","Current","Quest","Child Based",NA
"kn_r1b","kn2045","B4da: Frequency child grinds teeth when asleep",8691,"numeric","Current","Quest","Child Based",NA
"ku_r2b","ku734","G2d1: Child grinds teeth when asleep",8221,"numeric","Current","Quest","Child Based",NA
"kb_6d","kb461","Time asleep in am (hrs)",11478,"numeric","Current","Quest","Child Based",NA
"kb_6d","kb462","Time asleep in pm (hrs)",11478,"numeric","Current","Quest","Child Based",NA
"kb_6d","kb463","Time asleep at night (hrs)",11478,"numeric","Current","Quest","Child Based",NA
"kb_6d","kb464","Total time asleep (hrs)",11478,"numeric","Current","Quest","Child Based",NA
"kb_6d","kb465","Total time asleep grouped",11478,"numeric","Current","Quest","Child Based",NA
"kw_r2b","kw1180","A10i: Child breaths through mouth rather than nose when asleep",7478,"numeric","Current","Quest","Child Based",NA
"kc_5b","kc934","CH understands or says Asleep",11067,"numeric","Current","Quest","Child Based",NA
"kc_5b","kc978","CH head on hands & shuts eyes as asleep",11067,"numeric","Current","Quest","Child Based",NA
"ks_r1b","ks1370","A19i: Child breathes through mouth not nose when asleep",8331,"numeric","Current","Quest","Child Based",NA
"kg_4b","kg856","H24d: Child Says Kitty is Asleep",10137,"numeric","Current","Quest","Child Based",NA
"kg_4b","kg856a","DV: Kitty asleep",10137,"numeric","Current","Quest","Child Based",NA
"kl_r1b","kl154","A14f1: Child breathes through mouth when asleep",9521,"numeric","Current","Quest","Child Based",NA
"e_4e","e363","Fall asleep all right",11710,"numeric","Current","Quest","Mother",NA
"r_r1b","r3009","C1j: Frequency respondent leaks urine while they are asleep",7595,"numeric","Current","Quest","Mother",NA
"p_r1b","p5041","E42: When trying to fall asleep mother often notices that her muscles are really",7982,"numeric","Current","Quest","Mother",NA
"u_1a","U0130","B13a: Frequency respondent leaks urine whilst asleep",4471,"numeric","Current","Quest","Mother",NA
"pb_4a","pb225","Go off to asleep OK at PRES",9957,"numeric","Current","Quest","Partner",NA
"pm_r1b","pm5041","E42: When trying to fall asleep Father often notices that his muscles are really",3664,"numeric","Current","Quest","Partner",NA
"pp_r1b","pp3009","C1j: Frequency respondent leaks urine while they are asleep",3639,"numeric","Current","Quest","Partner",NA
"pc_2b","pc075","Fall asleep alright",8350,"numeric","Current","Quest","Partner",NA
"ccu_2b","CCU3076","D13d: Over the last three months, number of drinks to pass out or fall asleep wh",4342,"numeric","Current","Quest","Child Completed",NA
"ccu_2b","CCU3077","D13di: Over the last three months, number of drinks to pass out or fall asleep w",4342,"numeric","Current","Quest","Child Completed",NA
"ccxf_1a","ccxf1023","A13a: Frequency young woman leaks urine whilst asleep",9587,"numeric","Current","Quest","Child Completed",NA
"ccxf_1a","ccxf1024","A13b: Degree to which leaking urine whilst asleep bothers young woman",9587,"numeric","Current","Quest","Child Completed",NA
"ccs_r1b","ccs3536","F4d: Up to the first 5 times YP has alcohol it made them pass out/fall asleep wh",5126,"numeric","Current","Quest","Child Completed",NA
